,text,labels,predicted
566,"#TheGreatHack is a must-watch on Netflix. How democracy was shredded by data mining company, Cambridge Analytica with complicity by Facebook in election campaigns #Brexit #Trump #VoteLeave",0,0
567,@MamataOfficial bhi 20 saal se hawai chappal pahenke chuty@ bana rahi hai public ko.  Stop posing.... start working. You are elected to WORK FOR THE PEOPLE.  And your riding b!cycle videos will not WORK for you for long... if you don't WORK!!  Mamata knows that. ,0,0
568,"When it all comes down to it we all want the same, Jobs health education and peace,  FFS just give NI the Backstop and let GB leave the CU&SM until they get a future trade agreement just do the right thing.",0,0
569,"Spouting idealistic plat!tudes about how the religion is SUPPOSED to work does not mean that is how the community functions. I can think of one (1) non-black Musl!m leader who actively addresses racism, who publicly aligns himself with #BLM and who stands against police brutality",0,1
570,NRA lawyer busted for obstructing accounting audits: report #Resist #ResistTrump #FuckTrump ,0,1
571,"@DnaZeeNews I am a Hindu Hindusthani Nationlalist.Down with Mahuwa Moitra and her supporters.She is parrot of Mamata Banerji & TMC.Abusive talk ,languge , Word, behaviour is agressive & condemed.Fascism is in West Bengal.Down with Martin Longman.Jai Hind !",0,1
572,"Why did Boris take Rudd and Morgan+ other Remainers into cab!net, I don’t trust Boris at all.  If people leave the @brexitparty_uk for this charlatan Boris and the CONs, they will never get another chance to leave support a genuine leave party @brexitparty_uk",0,0
573,"#AmericaWasNeverGreat #NoBorders #RefugeesAreWelcome #LetThemIn     Read, reply, RT.    http://revcom.us/avakian ",0,0
574,You might have done better not to have had dinner with the leaders of one party the n!ght before Mr Prime Minister     Doesn’t exactly scream impartiality,0,0
575,@VtvGujarati  @isudan_gadhvi  @golanihemant @patelkeyur660 @yuvrajsinh6565 @joshipuradj @kirankumarmakw1 @adgpi @PMOIndia @narendramodi @BJP4Gujarat @INCGujarat @ICC @BCCI   #Dhoni   #dhoni07   #armydhoni7   #IndianArmy,0,0
576,"A good morning and a #fucktrump to you, Mr. Fuckus! ",1,1
577,"America is the only country in history to f!ght a war to end slavery. Democrats won’t f!ght the predominantly black, Musl!m run countries that continue slavery today. Nor do they care about k!ds made sex slaves by the drug cartels.  Democrats are dog .",1,1
578,My vote is #ElizabethWarren 's to lose. #FuckTrump @realDonaldTrump @CNN,0,1
579,Cancelled a Zomato order as the rider's name was Modi.  His status showed:  Na khaoonga na khaney doonga!    #Zamato #IStandWithZomato,0,0
580,As if declaring something 'Haraam' has stopped people from practicing that exact thing??    Sex out of marriage is strictly Haraam (گناہ کبیرہ) but still Musl!ms do indulge themselves in it nonetheless.,0,0
581,'My prime focus this morning is to do everything I can to get the government in Northern Ireland up and running again.    'I attach huge importance to the Belfast/Good Friday Agreement.' – PM @BorisJohnson,0,0
582,"Most Of America’s Terror!sts Are Wh!te, And Not Musl!m ",0,1
583,"He’s disgusting. He doesn’t need to say a thing. His presents, his voice send me over the edge.  You just know he’s about to say something inappropriate, rac!st or incoherent. I can’t pinpoint just one specific thing, because everything about him is s!ckening. #FuckTrump #FuckGOP",1,1
584,Out by the 31st Oct.  No half measures.,0,0
585,Mene Google se smja...  Halala meat mtlb...Jo islam k according banaya gya..  Musl!m ne bola ki simple meat diya... Halala k according do to unhe bol rhe hae 'sorry ' hum order shi krte hae..  Pr hindu ne bola kuch ...To bola   Food doesn't have religion..,0,0
586,U should really question Ur gods  bcoz they are seriously messed up. We have liberty in Islam to live a respectable life and that's what we want . Also people like u will never understand halala so please don't bother about something which can't get into that small brain of urs.,1,1
587,Quran endorsed Halala & triple talaq kab hatwa rahe ho sir?,0,0
588,"By that standard all international treaties are undemocratic. A pretty useless adjective.    Nobody will stop the UK from exiting that treaty, esp. not if the future EU should block a good solution for the border in bad fa!th. What do you think would happen?",0,1
589,Fuck icc for f!r!ng him part 3 will be a flop won’t be watch!ng,1,1
590,"it's amazing how you can be such a disgrace to the US, somalia and islam all at once",1,1
591,Come to Yorkshire. I'll buy you a milkshake.,0,0
592,"Hindu-Musl!m, India-Pak!stan, same sex love story breaks all barriers. Internet is in love https://www.indiatoday.in/trending-news/story/hindu-musl!m-india-pak!stan-same-sex-love-story-breaks-all-barriers-internet-is-in-love-1575224-2019-07-30?fbclid=IwAR1WbgQT-4tkTGgIWeNp8FXBLCfyvfGMgoobb7zXIvowRWFw8cx7BlszScg … via @indiatoday",0,0
593,Boris Johnson: What does his tour around the UK tell us? https://simplenews.co.uk/general/boris-johnson-what-does-his-tour-around-the-uk-tell-us/ …,0,0
594,"Ah, you’re rac!st and anti-Semitic. That explains it.",1,1
595,We are behind her all the way Nomakanjani... they can even refer her matter to ICC we dont give a fuck...... long live adv Mkhwebane... ,1,1
596,#फतवे_की_फिक्सिंग wat d hell is going on.. Is it our india Mamata n all pol8cl prties who support Musl!ms it means they are secular fuck off,1,1
597,"Brahmincal India had 50% of world GDP & low inequality but descendants must be punished for 1000 yr old past sins like untouchab!lity    Xian & Islam brought good things like genocide, rape, slavery, famines, halala, destruction of education, reduction of GDP to 1%, inequality",1,1
598,...gonna leave this right here @MoveOn #CloseTheCamps #Famil!esBelongTogether  #michaelavenatti #washingtondc #dc #impeachtrump #wh!tehouse #washingtondc #dc #25thamendment #25thamendmentnow #impeach #resist #famil!esbelongtogether #vote #nomusl!mban #nomusl!mbanever #ke,0,0
599,This is zomato and these people give gyaan on twitter about religions #boycottzomato,0,1
600,Jeez has Uri Geller got to him it seemed to work with Treasonous May,0,0
601,This #junk49 with backing of Mamata wanted to take away the good positive mood in country after chandrayan and show govt in bad light...their anti HINDU att!tude is also shown by visit of this lady to j!hadis after attack on doctors..Mamata psychophant,1,1
602,Your prime focus was to avoid a press conference.,0,0
603,We are all human. Be compassionate for those seeking a safer life.     #buildinghumanity #supportrefugees  #refugeeswelcome #refugeestories #refugeesarewelcome #standwithrefugees #refugees #refugeecrisis #refugee #hope #standwithrefugees,0,0
604,"Oh hell, I’ll take one of each!!!!#FuckTrump ",0,1
605,"Last evening my colleague and I had our first Info Abend targeting Afr!can mirgants at Görlitzer Park. We did it in English, German and Arab!c. Good vibes, laughter, and food. Everyone has the right to health services & information #healthrights #refugeesarewelcome #görlitzerpark",0,0
606,https://sail4justice.org/donations-to-manus-refugees/ …    We are collecting donations and money to bring material support to the men on Manus;    Please share this page widely and donate if you can.    #refugees #Manus #sosmanus #destinationmanus #refugeesarewelcome #sail4justice,0,0
607,"Man, what the fuck. These people in your building are disgusting. I’m sorry that you have to put up with that. It’s outrageous. All of these people should be kicked out ",1,1
608,If Jdeja is the winner and his throw was game changer then why IND lost the match lol???  Fuck off bro  Go back and watch the reality  Those reactions in the Ground was pr!celess lol agar Dhoni out na hota to India jeet jta lol,1,1
609,Amen girl say that sh!t over and over again loud and fuck!ng proud!!!!....#fucktrump ,1,1
610,Eating beef is a choice. Not taking delivery from Musl!m guy is a discrimination on the basis of religion. ,0,1
611,#Brexit is putting the future of our union with Scotland and Northern Ireland at risk. If you are a patriot you must oppose it.  #PeoplesVote #Brexit #PutItToThePeople #BrexitChaos #eu #uk #politics #NHS,0,0
612,#BenedictDonald #trump  #PublicEnemyNo1 #ENEMYofTheState #ENEMYofTheConst!tution #ENEMYofThePeople #ENEMYofAmerica  #TREASON #Traitor #Impeach45 #IMPEACHtrump #IMPEACH  #UnfitForOffice #UnfitToBePresident #UnAmer!can  #MAAA #MakeAmericaAMERICAagain  #FUCKtrump #sociopaths  #trumpTrash,0,0
613,"Whats happened to all the #RefugeesAreWelcome crusaders in press and politics? why are they silent now? Or is it the fear of losing petro dollars put them to sleep. These scums at @washingtonpost @nytimes cry their hearts to welcome Syrian Rogue men,but deafening silence on this",0,1
614,"Not all heroes wear capes!! #TeamDL #gobackwhereyoucamefrom #trump #maga #FuckTrump #IbraheemSamirah #Repost @QU33NDEE2U with get_repost  ・・・  #Repost @hiphopsince1987  ・・・   'You can't send us back!' a protestor, ID'd… https://www.instagram.com/p/B0lPZe9HNmV/?igshid=g269k6nlolcw …",0,1
615,"Being politician and politics professor, how funny is the moment, he himself is confused and doing same for his brotheren.  But all ummat of Islam rarely follow #TripleTalaq   Common public is silent.  Mullah & #Halala beneficiaries are jumping.  Siddiqui are you one of it?",0,0
616,India's current political scenario will resurface in Bollywood in Nov. SRK (Congress) vs Aamir (Mamata Di). Salman doesn't give a fuck (BJP),0,1
617,Where is your self-respect? Are you really OK with being the bumbling pawn of the alt-right?,0,1
618,"#ImamMahdiWarningFromAstroidHit  'From the Awaited Imam Mahdi to all humans the Musl!m of them and the disbeliever, so be of those who possess understanding minds, so hear the word before you judge then follow the best'  http://www.nasser-yamani.com/showthread.php?24078 …  #QetranAsteroidIsFlyingIntoEarth",0,0
619,"The doctors' strike is over. Mamata Banerjee has conceded all demands, including 'zero tolerance' towards those who attacked NRS Hosp!tal. Proof of the pudding is in its eating. Let's wait and watch how zero is TMC's tolerance of v!olence by its fa!thful. ",0,1
620,"@MamataOfficial Begum Mamata worry not.    Wise People of West Bengal kick you out of office soon now.    Your arrogance,    your anti-Hindu stand,    anti-Doctors stand,    anti-Indian culture stand,    your WB anti-development stand,    your anti-Musl!m development stand    brings you down.",1,0
621,No you don't. Stop lying. If you genuinely did attach 'huge importance to the Good Friday Agreement' you wouldn't keep going on about the 'undemocratic backstop'.,0,0
622,I threw up a b!t. Of course they are wh!te. Of course they look like they are well off. Of course they are kissing #tRump's ass. #fucktrump ,1,1
623,"To kick off his first visit to Scotland as Prime Minister, PM @BorisJohnson toured a submarine at HMNB Clyde. The PM met some of the fantastic Armed Forces personnel who do so much every day to keep us safe.",0,0
624,"Wasting your time. Sinn Fein is f!ghting a culture war. They won’t go back into power sharing without more British cultural replaced with nationalist ones, and they will use direct rule to whip up more anti British sentiment.",0,0
625,"Mananiya  Sushree  Mamata  Banerji  should  immediately  convene  Meeting  of  BJP & all Political parties  for  Restoring  Peace , love and  Respect  amongst  all & stop  all V!olence  forgetting  all  enemy feelings of Election.",0,0
626,but can buy raw meat from musl!m shop.,0,0
627,Photoshoot of Hindu-Musl!m Same-Sex Couple in New York is Breaking Boundaries of Love on the Internet ,0,0
628,Indian brand replacing Ch!nese  .  .  .  #worldcup #ipl #cricket #cwc #viratkohli #india #icc #indiancricketteam #rohitsharma #msdhoni #teamindia #dhoni #pak!stan #virat  #bhfyp #tilltoss,0,0
629,"Yes, I’m still convinced that he’s just as happy with negative attention because any attention is better than none but his team are in pre GE campaign mode and only want positive “optics”.",0,0
630,"West Bengal: Chief Minister Mamata Banerjee's meeting with representatives of doctors was held at Nabanna, earlier today. She accepted the proposal of doctors to set up Grievance Redressal Cell in Government Hosp!tals. Doctors to announce their decision later. ",0,0
631,"@BJP4India Thanks a lot BJP, for musl!ms women protect to triple talak and halala, I am very thankful to Our Pm and our Government, and all parliyament members who's support for this b!ll",0,0
632,"Look what they did to Jamal Khashoggi, they don’t care. They’re a disgrace for Islam",0,1
633,"Just has three b!g slices of bacon with my eggs. Humm good!    The musl!ms find pork unclean and not fit to eat but I hear they can have sex with a goat, and I know they  marry their young daughters to pedophiles.    https://www.reuters.com/article/us-yemen-childbride-idUSBRE98910N20130910 …",1,1
634,"2 Somali #Refugees Arrested For Planning ISIS Attack Inside #US    The suspects had been in communication with an FBI agent whom they thought was an #ISIS supporter to purchased tickets to Egypt, if they were unable to travel, the pair had planned to carry out an attack inside USA pic.twitter.com/WMqLsTsoE7",0,0
635,"UK won't build a hard border, eu won't build a hard border, so who is?",0,0
636,Of course. But he’s mad it all acceptable and normal! #FuckTrump,0,1
637,"Rape, murder, butchery, bombs, Rdx, throat slitting, using Allah's & Muhammad's name, sex slave trade, drug money...all this in the name of Allah, the merciful.    Musl!m intellects of India wont raise a voice against this filth.    Continued:    https://www.j!hadwatch.org/2019/07/islamic-state-the-sold!ers-of-the-caliphate-is-everywhere-and-will-attack-immediately-in-your-countries …",0,1
638,"tell the DUP you want your money back unless they agree to get back to work. if that doesn’t work , tell them you’re not funding their salaries until they do.",0,0
639,Woh toh zomato ko bhiksha de Raha tha,0,0
640,Scandal-plagued Border Patrol would be in charge of asylum interviews if Stephen Miller gets his way #Resist #ResistTrump #FuckTrump https://www.democraticunderground.com/10142348132 ,0,1
641,When you're #woke and still can't see. #RefugeesAreWelcome ,0,0
642,"I salute the work of our Armed Services. And that’s one of the reasons we’re today announcing a new Office for Veterans’ Affairs, to look after people who serve our country. ",0,0
643,"Six years is too long #Refugees in #Indonesia cannot tolerate anymore living in limbo. The protest continuous asking for justice, for fair process, We all refugees responsible to company Thoes guys . Wake up refugees in all the cities please. It's enough and enough to be wait.",0,0
644,Superb talent. Fucks up in SF with Roys wicket and in regret hands Eng the Cup in Finals..,1,1
645,He was perfectly neutral to the people who deserved nuetrality. You do not get to destroy America and get treated equally. #fucktrump,0,1
646,Congrats to @MeerGoose11 @leasky29 @crossy16 On making the squad. Now go hard out and show them what you’ve got,0,0
647,"Bro, Halala is just a product manufactured by these moulvis. We reject it but you'll listen to them, how can i help u here.    They have h!jacked Islam. Halala is sheer non-sense but regretfully some Hindus use this to mock musl!ms.",0,1
648,Thanks @LRMNetwork @LewishSanctuary @valewisham @kevinbonavia for bring!ng us together to discuss to how to make #Lewisham a #sanctuaryborough #RefugeesAreWelcome #RefugeeWeek2019,0,0
649,#moscowm!tch is #putinsb!tch. Just waiting for my #fucktrump cup and will order another.  Thanks for all you do!,0,1
650,TMC ke sabhi neta khud ko mamata banerji samjte hai,0,0
651,Trump housing official squirms when confronted with president’s attacks on Baltimore: ‘Isn’t that your responsib!lity?’ #Resist #ResistTrump #FuckTrump ,0,1
652,"If you want someone to forgive you with their heart and not just their tongue, apologies to them with your heart and not just your tongue.",0,0
653,And then he went & hid in Stormont for the duration of his visit #johnsonisacoward,0,1
654,No idea what this means but congrats on the sex,0,0
655,"If you don't believe in what has been made halal & haram in Islam just say so ¯\_(ツ)_/¯    'Indeed, Allah ordained what He intends.' Holy Quran (5:1). Sahih Int'l.    Sure, give reasons why permissib!lity isn't avocation but, to call it unnatural is to disgrace His Message.",0,0
656,The Priority of Humanity c hrw   #ParisAttacks ,0,0
657,And where were you when a musl!m woman cancelled uber because of saffron sticker on car. You might have been for halala then  #such_a_bastard,1,1
658,Yes...it depends on which Musl!m group is apart of.,0,0
659,97% was because of him. Other 3% was you having loud sex,0,0
660,Hahahaha  somebody's going to beat your ass again Randy Paulie!  Halala  It's time to speed up what's going to happen to you dumb ass republ!cans! ,1,1
661,This !d!ot has got respect for Islam and not any respect for the Swedish people! How long will they let him carry on? This is a disgrace for the nation! ,1,1
662,"Sidenote: I've often wondered about the conservat!ve Musl!m position on this.    According to them, both sexes have an equal obligation towards modesty and correctively enforced moral behavior can achieve that.    So where is the pressure on men to avert their eyes, as the text says?",0,0
663,"You went out there in full knowledge that #brexit was coming. The #uk IS still in the #eu so you CANNOT be disadvantaged for being #british  If you are going to spin a #remain yarn, make it plausible",0,0
664,"'Leader' (and i use that word, entirely wrongly) claims 'Musl!ms should not adapt to OUR way of life. WE must yield and concede to THEIRS.'    since 2015, Trudope has legalized best!al!ty and child sex, has made it a federal offense to report Islamic terror!st attacks being (cont)",0,1
665,If you resign your Westminster seats and clear the way for independent anti brexit candidates to stand they could force an early general election and bring an end to this n!ghtmare,0,0
666,These clubs constantly take advantage of these friendl!es you pay top dollar for a ticket to see some k!d play from the B team. Here in NY we’re starting to learn our lesson I won’t attend these stup!d ass ICC matches ever again. It’s a Con,0,1
667,Any chance of your British deputy O'Neill getting her arse back to work in Stormount?,1,1
668,B!gger than the ICC they won last summer?,0,0
669,With all due respect to you Mary Lou since you took over as SF leader the party is freefall faster than Maria Bailey on a swing. Let Pearce move the party forward,0,0
670,"Then fyi, she was on the streets twice this year against the tyranny of Mamata- first, when Bhob!syoter bhoot was pulled off the theatres second, when NRS doctors went on an indefinite strike. I never saw Parno Mitra or Anjana Basu in such protests.",0,0
671,everyday another Mass Shoot!ng in the USA..  All on Trumps clock..  And what does he do...  Ignore & support the NRA.  #fuckTrump.  #boycottTrump,0,1
672,'Utahns stand ready to take children from cages and put them on the path to the Amer!can Dream. Our leaders should try harder to make it happen.' @sltrib #RefugeesWelcome #Refugees ,0,0
673,We caught up with @Elk1 to talk about his controversial mural on Bondi Beach.    #bondimural #bondibeach #Refugees ,0,0
674,"@TarekFatah   She is Zainab, gone through 3 divorces by her husband and father-in-law in India. Every time halala performed by local maulvi of village masjid.  Today while returning from masjid she took off the b!ke & She is now strengthening Islam by knocking her father-in-law ",0,0
675,And look at how much good that's done. By abdicating their mandate the DUP calls all the shots.,0,0
676,'I came by boat'    By     https://m.facebook.com/Justice-for-refugees-1115243108837143/ …    #Nauru   #Manus   #auspol  #Australia  #refugees ,0,0
677,"Video of Boris Johnson saying 'no government' would bring UK out of single market goes viral    ⁦@BorisJohnson⁩, do you remember?  ⁦@10DowningStreet⁩",0,0
678,loooool tell me WHY my whole musl!m ass family can quote both sister act movies word for word,1,1
679,they seriously believe that we Musl!ms will leave India if they keep mentally torturing us by constantly attacking our religion? Islamophob!a has actually made us mentally and spiritually stronger dayummm!!!,0,1
680,Lagta Hai Tera Bhi Halala hua hai..!?,0,0
681,There’s no Musl!m ban you #moron  we know exactly what your agenda is and how you got where you’re at!! Ask @Imamofpeace,1,1
682,"No one is deciding for him on what he believes is right or wrong. If he was that orthodox, he should have gone and got the food by himself. What if the cook or the guy who does the parcel is a Musl!m?    What if the rice or the dhal was carried by a musl!m in to the hotel?",0,0
683,"OK, the Calcutta f!re is tragic but why for fuck's sake in Mamata Banerjee making a point over there about how she is angry. STFU!",1,1
684,#ParisAttacks  are also an attack on humanity & a real eye opener for pseudo secularist people of europe. #RefugeesGoBack,0,0
685,@ewarren @BernieSanders should run together. #fucktrump #SandersWarren2020,0,1
686,Boris Johnson faces Supreme Court b!d to make him stand trial for 'lying and misleading' in Brexit campaign ,0,0
687,"Why does it always seem like you are still dressing yourself, regardless of time of day, whenever you get out of a car?",0,0
688,"CNN & Lemon are Anti-Amer!can !  Hate the President ?  Is a SLAM against America ! Far Left want to Destroy America. DEMS Rigged the State Elections allowing Rad!cal Musl!ms to promote HATE & TERROR ! Ilahn Omar. Rashida Tliab, OAC, Pressley !  We will PROTECT America !",0,1
689,Who made WB a hub of extremism?    Mamata Banerjee.   Who prevents Hindus from practising their religion?   Mamata Banerjee.   Who insulted doctors'?   Mamata Banerjee.   Who hates Ram the most?   Mamata Banerjee.   Who wants to turn WB into a  cemetery for Hindus?   Mamata Banerjee. ,0,1
690,46 prominent Musl!ms of Kolkata have written to Mamata asking for stringent action against the culprits to dispel the 'perception' that they are being 'shielded or appeased'.  'We have been deeply concerned with two events (the Doctors’ agitation and the attack on Ushoshi)-NDTV,0,0
691,faking a whole ass engagement for clout lmaoaoaoaoao cant wait to see what happens next week on musl!m twittah,1,1
692,Musl!m 40 year old “husband” was having sex with his 9 year old bride and she d!ed. Just horrible. ,0,0
693,Hindu: I don't want my food being delivered by a M in this month of the season.  #Zomato: Religion my ass. Food is religion.     Musl!m: I will not accept non halal food.  Z: Forgive us your highness. We respect your religious sensib!lities and will do as thy command #boycottzomato,0,1
694,Hey @ZomatoIN really food has no religion try serving non halal food to any musl!m or even pork to them and you will come to know the reality i was never a fan of you appealed to our 1 lac members to #boycottzomato #Zomato #IStandWithAmit,0,0
695,Somebody needs to educate ALL - How can OTC product be termed as doping by ICC standards? It’s either banned or NOT banned ? This is stup!d legacy rules continuing setting up fa!lures,0,1
696,Posted withrepost • alizayjawed The #ParisAttacks - What Now? His Holiness Younus AlGohar's #crucial #message to #worldleaders and the common #public in light of the #tragic events in #Paris.… https://www.instagram.com/p/Bz6cSddnUZD/?igshid=1dkf9wmj7w48t …,0,0
697,An image of arrested sex racketeers is going viral with different false claims. One of the false claim says insinuates that 'Hindu terror!sts' were caught in Allahabad. Another false claim says that Rohingya Musl!ms were k!dnapping boys in MP... https://timesofindia.indiatimes.com/news/fake-alert-photo-of-sex-racket-gang-shared-as-hindu-terror!sts-caught-in-allahabad/articleshow/70469604.cms?utm_medium=referral&utm_campaign=iOSapp&utm_source=facebook.com …,0,1
698,"The documentary, Exodus 1947 streams for free on #AmazonPrime Narrated by Morley Safer and music by Ilan Rechtman #SupportInd!eFilm  Exodus 1947 streams for FREE on #AmazonPrime     http://amzn.to/2BQVn6G     #!srael #refugeesarewelcome ",0,0
699,Thank you for so kindly correcting my spelling. ,0,0
700,Tell that fanatic not to use any car or buses or aeroplane which use Musl!m petrol d!esel.,1,0
701,No. Infact I rated it 5 star and 1000 like me have done so. Good deed done by Zomato to expose a pervert. https://twitter.com/nirajmishra_/status/1156557884571783168 …,0,1
702,This move would allow countries to tap into huge resources and they'd develop quicker and more efficiently than by relying on the crumbs handed down to them by the ICC.,0,0
703,"Just in case they take my phone or I don't make it back, I'd like this to be my last tweet     #fucktrump  ",0,1
704,"You're prime focus this morning was to inform us of your two year extension I was just thinking of backing you, but I'm brexit party 100% now regardless of your next b!g announcement. #untrustworthy",0,0
705,#LoveSong For #Bataclan #PrayForParis: Aaron    U-Turn [Lili] | http://ift.tt/UqKDgE    #ParisAttacks,0,0
706,Disagreeing with a person of color isn’t RACIST    Disagreeing with a woman isn’t SEXIST    Disagreeing with LGBT isn’t HOMOPHOBIA    Disagreeing with a Musl!m isn’t ISLAMOPHOBIA    Disagreeing with an immigrant isn’t XENOPHOBIA,0,0
707,It is obvious the whole thing is staged.,0,0
708,"#NoMusl!mBanEver Join court support  to pack the court on Musl!m travel ban lawsuits. Starts at 10 on 19th floor Federal Building, 450 Golden Gate, SF  https://m.facebook.com/events/2235952906523479 …",0,0
709,"Accepting #Refugees on the basis of their nationality does not represent your humanity and #HumanRights , Rather, it shows the depth of your discrimination and racism.  #Resettlement4Iranian  #IranianRefugeesInTurkey   @JustinTrudeau @HonAhmedHussen @realDonaldTrump @EU_Commission",0,0
710,I was going to comment but then I see that you're a bot ...soooooo never mind.    #fucktRump   #veteransagainsttRump,1,1
711,"Least rac!st person ever,  but makes the most rac!sts tweets he can. #FuckTrump.   Vote out the #Rac!stInChief   Save America,  #VoteBlueNoMatterWho2020",1,1
712,Hindu - Musl!m     Same Sex Relationship    India - Pak!stan    #AnjaliChakra  #SundasMalik     What an incredible love story! Take a bow guys! Wish you both all the happiness in the world! pic.twitter.com/gQKXs5iS6a,0,0
713,"My job is to make your streets safer. That beg!ns with recruiting another 20,000 police officers.",0,0
714,Did Mamata n Patnaik say fuck off to KCR ? Did Modi say that too ?     #FrustratedKcr #deeply     @trsharish   @RaoKavitha,0,1
715,It’s strange & shocking to see a Woman has such pathetic  views ... What A Upbring!ng... Amazing .     So it indicate you fully support Halala in Islam .,1,1
716,"NCW chief Mamata Sharma speaks up about RSS/BJP leader remarks,where the hell was this dumb fuck when Police were beating up Women protestor",1,1
717,"Breaking boundaries, stereotypes, barriers and the news - this same sex, Hindu Musl!m, Hindustani Pak!stani couple has our heart.    #loveislove #pride #lovewithoutborders #lovewins #lgbt #couplegoals #dotheishqbaby pic.twitter.com/vK6X0kTRam",0,0
718,Enough of Mamata Banerjee to NDTV. Us to Mamata - Go Fuck Yourself.,1,1
719,It seems that whatever took place could have happened via Skype rather than expensive & environmentally unfriendly travel,0,0
720,Less popular than Theresa May - you stup!d Etonian numpty,1,1
721,After all that drama in the final and this had to be the play of the tournament? @ICC stop being a joke and stop using peoples votes for these. So stup!d. ,1,1
722,"This man rejected food because it was delivered by a musl!m. But he would have not even known if the cook was musl!m had the delivery person been a Hindu. He would have been relishing the food and giving good ratings. Seriously, this is taking it too far.",0,0
723,"#Brexit may be easier. @TheRAC_UK lose car for hours, waste time on FB sending me in circles then back to the number that first exasperated me! Now its 20 days to deal with a complaint. Are @TheAA_UK the same? perhaps @BorisJohnson can put this on his vast to-do list and help?",0,0
724,"Let's not allow Trump's bulsh!t about Baltimore d!vert us from the fact that he and #Epstein are good budd!es & partied together with YOUNG GIRLS, many of which were PROBABLY UNDERAGE. Nor should we forget that he directly or indirectly colluded with the Russians. #FuckTrump",1,1
725,Don’t dare offend Islam ....it’s a disgrace how they treated this man.,0,1
726,"For those abusing didi on a daily,  LOL  She might lose the state election but she won't go without a f!ght !    Mamata Banerjee succeeds in breaking logjam, doctors call off strike after 7 days https://www.indiatoday.in/india/story/mamata-succeeds-doctors-call-off-strike-1550768-2019-06-17 … via @indiatoday",0,0
727,"I'm not that politically active but if there's anyone who discriminates between Hindu and Musl!m or Blacks n Wh!te and all that please UNFOLLOW me. I believe in equality and i respect anyone regardless of their Race, sex and color! No thanks.",0,0
728,"#boycottzomato #IStandWithAmit #Zomato you have two rules simultaneously for hindus and for musl!ms..... And that's not fair.... We live in a democratic secular country where every 1 has the right of choice.... By hurting the majority sentiments, you have taken a risk...Not fair.",1,0
729,"Me and coworkers enjoying a nice ride, being civil and nice, until that one asshole brings up his lord and savior Donald Trump and I remember I got someplace to be.  #FuckTrump #Trumpoline #MorningRuined #TuckandRoll",1,1
730,Jarvis we musl!ms may slaughter animals to feed our selves nd poor people what about the hindus k!llng nd lynch!ng musl!ms nd amer!cans that k!lled hundred of people n drones attack n pak ? How u justify that !,1,1
731,Did they learn from the last 2 days and keep him away from real people?,0,0
732,"People didn’t know this and that his was a sexist pig before going to the polls for him. He announced his Musl!m ban well before they checked his name. Stop fiddling these 62 mill. At this rate, they need an ass whopping  @amyklobuchar",1,1
733,"Kutupalong camp and a blanket protecting privacy in this very densely populated place. 'We can't build walls and fences like we did back home, so we put up this blanket', said the women from one household. #Rohingya #refugees ",0,0
734,We won't take any lessons or critique from a country that's shifting far right and a media that's turned a lifelong antirac!st into a rac!st & propelled an actual rac!st into number 10.  #brexit #brexiters #BorisJohnson #Ireland #ToryParty  #C4News #bbc,1,0
735,I asked young Eritreans why they risk migration. This is what they told me http://theconversation.com/i-asked-young-eritreans-why-they-risk-migration-this-is-what-they-told-me-119324?utm_source=twitter&utm_medium=twitterbutton … via @TC_Afr!ca #Refugees #Eritrea,0,0
736,"You can try to tear our hearts out, but still we rise. #immigrantsmakeamericagreat #immigration #fucktrump https://www.instagram.com/p/B0lgniOA2Rx/?igshid=76wi9ec1qneq …",0,1
737,A friend sends me a text asking: “Why does the BBC say the ‘risk’ of losing my job instead of the ‘opportunity’ of updating my CV?”   Anyone got an answer for him?#Brexit,0,0
738,"A Musl!m reporter freely talking to and judg!ng Hindu pilgrims, can we expect the vice-versa, a Hindu reporter openly talking to Musl!m worshippers about their orthodox practices, without getting k!lled?",1,0
739,"Remember #ParisAttacks? At the time, a friend in Australia's parliamentary press gallery mentioned that they'd been 'asked' to stop using 'mastermind', and use 'ringleader' instead. Within 24 hours, all Western MSM sw!tched words. '#magic'",0,0
740,"(1)Carry on there are many musl!ms name like--yasmin bhatt,adu dusana,bagdadi,laden....baaki lakho hai naam btane ka koi jariri nahi hai tm v jante hoge....aur jinka naam tm liye ho unki respect har indian krta hai kyuki unhone desh k liye bhoot kuch kiya hai",1,0
741,Harland and Wolff are going bust. They will be even more of a T!tanic disaster after October.,0,1
742,Pl remember we canvassed & voted for Modiji to get away from corrupt politicians. But if many of such fraternity are being welcomed in BJP then where is the Party With A Difference?,0,1
743,#ParisAttacks Fact & fiction book site:Harvard Prof Huntington sees clash between Islam & West ModernWorld lessensIt http://b!t.ly/SesVJ7 ,0,0
744,"Deliberately since she won. How can she say the elections were rigged via EVMs except in my case ? But as @Stup!dosaur & Chomsky too have said, controlled resistance is a part of set up govts. Mamata though says EVMs & elections were rigged!    ",0,0
745,Amer!cans Of All Ages And Races Agree: Trump Is A Rac!st #Resist #ResistTrump #FuckTrump ,1,1
746,What alternative was suggested by him. Anything??,0,0
747,So if it’s not a cr!me - stay with me here - then Clinton and Dems couldn’t have committed a cr!me. #FuckTrump ,0,1
748,Jeff sims be b!g hating on ICC JB just dont give a fuck about nobody else school but his but he never hate,1,1
